10us,Module,Name,DemangledName,Type,Attributes,Comment
0xC97B98,,_OffSetDynamicVertexBufferManager,_OffSetDynamicVertexBufferManager,int[],array,
0xC97BA8,,_SizeDynamicVertexBufferManager,_SizeDynamicVertexBufferManager,int[],array,
0xC97BB8,,_DynamicVertexBufferManager,_DynamicVertexBufferManager,int[],array,
0xC97BD8,,_LastVertexStreamUsed,_LastVertexStreamUsed,int[],array,
0xC97BDC,,dword_C97BDC,dword_C97BDC,int[],array,
0xC97C1C,,_WindowHandle,_WindowHandle,HWND,,
0xC97C20,,__RwDirect3DObject,__RwDirect3DObject,IDirect3D9 *,,
0xC97C28,,__RwD3DDevice,__RwD3DDevice,IDirect3DDevice9_Methods **,,
0xC97C2C,,__RwD3D9DepthStencilSurface,__RwD3D9DepthStencilSurface,IDirect3DSurface9 *,,
0xC97C30,,__RwD3D9RenderSurface,__RwD3D9RenderSurface,IDirect3DSurface9 *,,
0xC97C48,,_DisplayModes,_DisplayModes,RwDisplayMode *,,
0xC97C70,,_LastMatrixUsed,_LastMatrixUsed,void *[256],array,
0xC98070,,LastWorldMatrix,LastWorldMatrix,RwMatrix *,,
0xC98088,,_LightsCache,_LightsCache,RwD3D9Light *,,
0xC98090,,_CurrentRenderSurface,_CurrentRenderSurface,IDirect3DSurface9 *[4],array,
0xC980B0,,_D3D9RestoreDeviceCallback,_D3D9RestoreDeviceCallback,int (*)(void),function,
0xC980B4,,stru_C980B4,stru_C980B4,RwFreeList,,
0xC980E4,,vertexBufferOut,vertexBufferOut,void *,,
0xC980E8,,_CurrentVertexBuffer,_CurrentVertexBuffer,void *,,
0xC980F0,,_IndexBuffer2D,_IndexBuffer2D,void *,,
0xC980F4,,vertexDeclaration,vertexDeclaration,void *,,
0xC980F8,,_TextureStageStateCache,_TextureStageStateCache,int[],array,
0xC980FC,,dword_C980FC,dword_C980FC,int[],array,
0xC98938,,_SamplerStageStateD3D,_SamplerStageStateD3D,int[],array,
0xC9893C,,dword_C9893C,dword_C9893C,int[],array,
0xC98940,,dword_C98940,dword_C98940,int[],array,
0xC9894C,,dword_C9894C,dword_C9894C,int[],array,
0xC98950,,dword_C98950,dword_C98950,int[],array,
0xC98954,,dword_C98954,dword_C98954,int[],array,
0xC98B40,,_RenderStateChanges,_RenderStateChanges,int[],array,
0xC98E88,,_RenderStateD3D,_RenderStateD3D,int[],array,
0xC991D0,,_RenderStateCache,_RenderStateCache,RenderState[],array,
0xC99860,,_TextureStageStateD3D,_TextureStageStateD3D,int[],array,
0xC99C80,,_TextureStageStateChanges,_TextureStageStateChanges,int[],array,
0xC99C84,,dword_C99C84,dword_C99C84,int[],array,
0xC9A4DC,,dword_C9A4DC,dword_C9A4DC,int,,
0xC9A4E0,,dword_C9A4E0,dword_C9A4E0,int,,
0xC9A4E4,,dword_C9A4E4,dword_C9A4E4,int,,
0xC9A508,,RwD3D9RasterStage,RwD3D9RasterStage,int[],array,
0xC9A50C,,dword_C9A50C,dword_C9A50C,int[],array,
0xC9A510,,dword_C9A510,dword_C9A510,int[],array,
0xC9A514,,dword_C9A514,dword_C9A514,int[],array,
0xC9A51C,,dword_C9A51C,dword_C9A51C,int[],array,
0xC9A60C,,__masterFreeList,__masterFreeList,RwFreeList,,
0xC9A634,,__masterFreeListPtr,__masterFreeListPtr,_DWORD,,
0xC9A638,,stru_C9A638,stru_C9A638,RwFreeList,,
0xC9A664,,stru_C9A664,stru_C9A664,RwFreeList,,
0xC9A688,,__rxPipesFreeList,__rxPipesFreeList,RwFreeList,,
0xC9A6B0,,__rxHeapGlobal,__rxHeapGlobal,RxHeap *,,
0xC9A6C0,,_toolkitRegEntriesSpace,_toolkitRegEntriesSpace,RwFreeList,,
0xC9A6E4,,_toolkitRegEntries,_toolkitRegEntries,RwFreeList *,,
0xC9A700,,stru_C9A700,stru_C9A700,RwFreeList,,
0xC9A730,,dword_C9A730,dword_C9A730,int[],array,
0xC9AB30,,g_im3dPool,g_im3dPool,rwIm3DPool *,,
0xC9AB34,,g_Im3dStartVertex,g_Im3dStartVertex,int,,
0xC9AB38,,g_Im3dVertexBuffer,g_Im3dVertexBuffer,IDirect3DVertexBuffer *,,
0xC9AB3C,,g_Im3dStartIndex,g_Im3dStartIndex,int,,
0xC9AB40,,g_Im3dIndices,g_Im3dIndices,IDirect3DIndexBuffer9 *,,
0xC9AB44,,g_Im3dVertDeclWithNormals,g_Im3dVertDeclWithNormals,IDirect3DVertexDeclaration9 *,,
0xC9AB48,,g_Im3dVertDeclWithUV,g_Im3dVertDeclWithUV,IDirect3DVertexDeclaration9 *,,
0xC9AB4C,,g_Im3dVertDeclWithoutUV,g_Im3dVertDeclWithoutUV,IDirect3DVertexDeclaration9 *,,
0xC9AB50,,__rpMatFXMaterialDataFreeList,__rpMatFXMaterialDataFreeList,RwFreeList,,
0xC9AB8C,,_MatFXAtomicPipe,_MatFXAtomicPipe,int,,
0xC9AB90,,_MatFXWorldSectorPipe,_MatFXWorldSectorPipe,int,,
0xC9ABC4,,dword_C9ABC4,dword_C9ABC4,"int (__cdecl *)(_DWORD, _DWORD, _DWORD)",function,
0xC9ABC8,,dword_C9ABC8,dword_C9ABC8,"int (__cdecl *)(_DWORD, _DWORD, _DWORD)",function,
0xC9ABDC,,hModule,hModule,HMODULE,,
0xC9ABE0,,hMem,hMem,HLOCAL,,
0xC9ABE4,,dword_C9ABE4,dword_C9ABE4,"int (__stdcall *)(_DWORD, _DWORD)",function,
0xC9ABE8,,dword_C9ABE8,dword_C9ABE8,"int (__stdcall *)(_DWORD, _DWORD)",function,
0xC9AC28,,dword_C9AC28,dword_C9AC28,void *,,
0xC9AC50,,dword_C9AC50,dword_C9AC50,void *,,
0xC9AC74,,lpfn,lpfn,FARPROC,function,
0xC9ADD8,,Filename,Filename,char[],array,
0xC9AF00,,dword_C9AF00,dword_C9AF00,void *,,
0xC9AF08,,Locale,Locale,LCID,,
0xC9AF0C,,dword_C9AF0C,dword_C9AF0C,_DWORD,,
0xC9AF18,,dword_C9AF18,dword_C9AF18,char *,,
0xC9AF1C,,dword_C9AF1C,dword_C9AF1C,unsigned int,,
0xC9AF20,,dword_C9AF20,dword_C9AF20,char *,,
0xC9AF24,,dword_C9AF24,dword_C9AF24,"int (__stdcall *)(_DWORD, _DWORD, _DWORD, _DWORD)",function,
0xC9AF30,,dword_C9AF30,dword_C9AF30,LCID,,
0xC9AF40,,dword_C9AF40,dword_C9AF40,UINT,,
0xC9AFBC,,WideCharStr,WideCharStr,const WCHAR,,
0xC9B010,,word_C9B010,word_C9B010,const WCHAR,,
0xC9B068,,dword_C9B068,dword_C9B068,void *,,
0xC9B0C0,,__rxD3D9VertexShaderConstants,__rxD3D9VertexShaderConstants,struct D3DXMATRIX,,
0xC9B8E0,,_RtAnimAnimationFreeListSpace,_RtAnimAnimationFreeListSpace,RwFreeList,,
0xC9B920,,_RtAnimInterpolatorInfoBlock,_RtAnimInterpolatorInfoBlock,RtAnimInterpolatorInfo,,
0xC9BC60,,__rxPipelineGlobalsOffset,__rxPipelineGlobalsOffset,RxPipelineModule *,,
0xC9BC80,,__RwD3D9D3D9ViewTransform,__RwD3D9D3D9ViewTransform,D3DMATRIX,,
0xC9BCC0,,_dgGGlobals_lastCam,_dgGGlobals_lastCam,RwCamera *,,
0xC9BF00,,__RwD3D9DeviceCaps,__RwD3D9DeviceCaps,D3DCAPS9,,
0xC9C040,,g_D3Dpp,g_D3Dpp,D3DPRESENT_PARAMETERS,,
0xC9C078,,_rwIm3DModule,_rwIm3DModule,rwImmediGlobals *,,
0xC9C084,,dword_C9C084,dword_C9C084,void *,,
0xC9C0A1,,byte_C9C0A1,byte_C9C0A1,char[],array,
0xC9C1A4,,CodePage,CodePage,UINT,,
0xC9C1C0,,byte_C9C1C0,byte_C9C1C0,char[],array,
0xC9C2CC,,dword_C9C2CC,dword_C9C2CC,void *,,
0xC9C2D8,,dword_C9C2D8,dword_C9C2D8,void *,,
0xC9C2E0,,___sbh_pHeaderList,___sbh_pHeaderList,LPVOID,,
0xC9C2F4,,___crtheap,___crtheap,HANDLE,,
0xC9C2FC,,uNumber,uNumber,UINT,,
0xC9C300,,dword_C9C300,dword_C9C300,int[],array,
0xC9D420,,dword_C9D420,dword_C9D420,size_t,,
0xC9D42C,,dword_C9D42C,dword_C9D42C,void *,,
